ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET012426,CUST084104,KYC Verification Delay,2024-06-04,9
TICKET012427,CUST084113,ATM Withdrawal Failed,2024-10-22,10
TICKET012428,CUST081186,Delayed Refund,2024-12-03,4
TICKET012429,CUST057622,Card Not Working,2024-05-17,6
TICKET012430,CUST092730,Card Not Working,2025-03-13,9
TICKET012431,CUST036952,Incorrect Charges,2025-01-25,4
TICKET012432,CUST094713,Card Not Working,2025-01-15,4
TICKET012433,CUST074239,Unauthorized Transaction,2025-04-03,7
TICKET012434,CUST039533,ATM Withdrawal Failed,2024-08-05,4
TICKET012435,CUST084393,ATM Withdrawal Failed,2025-04-29,0
TICKET012436,CUST061687,ATM Withdrawal Failed,2024-09-28,2
TICKET012437,CUST028565,Delayed Refund,2024-12-31,10
TICKET012438,CUST052097,ATM Withdrawal Failed,2025-01-03,4
TICKET012439,CUST097167,ATM Withdrawal Failed,2024-09-10,0
TICKET012440,CUST037079,Poor Customer Service,2024-06-14,6
TICKET012441,CUST062721,Loan Application Rejected,2024-08-07,5
TICKET012442,CUST070970,KYC Verification Delay,2024-05-18,6
TICKET012443,CUST005755,Loan Application Rejected,2025-01-04,2
TICKET012444,CUST018888,Card Not Working,2025-04-23,2
TICKET012445,CUST070987,KYC Verification Delay,2024-11-10,1
TICKET012446,CUST044220,Account Locked,2024-09-07,7
TICKET012447,CUST097666,Poor Customer Service,2024-11-03,10
TICKET012448,CUST072787,Incorrect Charges,2024-09-02,7
TICKET012449,CUST009736,Delayed Refund,2025-01-19,5
TICKET012450,CUST021395,KYC Verification Delay,2024-09-14,1
TICKET012451,CUST017209,Delayed Refund,2025-03-22,9
TICKET012452,CUST033360,Incorrect Charges,2025-01-26,2
TICKET012453,CUST046873,Mobile App Issues,2024-06-26,8
TICKET012454,CUST084283,Loan Application Rejected,2025-02-05,8
TICKET012455,CUST019475,Incorrect Charges,2025-04-17,1
TICKET012456,CUST020216,Incorrect Charges,2024-09-13,0
TICKET012457,CUST030033,Incorrect Charges,2025-04-04,4
TICKET012458,CUST003043,Loan Application Rejected,2024-11-23,3
TICKET012459,CUST006386,KYC Verification Delay,2024-07-28,9
TICKET012460,CUST029092,Unauthorized Transaction,2024-06-27,10
TICKET012461,CUST019911,Delayed Refund,2025-03-24,10
TICKET012462,CUST067066,Delayed Refund,2025-02-13,6
TICKET012463,CUST003877,ATM Withdrawal Failed,2024-10-01,5
TICKET012464,CUST090827,KYC Verification Delay,2024-09-23,4
TICKET012465,CUST059757,Mobile App Issues,2025-03-15,5
TICKET012466,CUST037595,Mobile App Issues,2024-08-08,5
TICKET012467,CUST028085,Unauthorized Transaction,2024-05-24,3
TICKET012468,CUST082095,Card Not Working,2025-02-19,6
TICKET012469,CUST042085,Loan Application Rejected,2024-06-30,9
TICKET012470,CUST005721,Card Not Working,2025-01-23,2
TICKET012471,CUST014201,Account Locked,2024-09-16,2
TICKET012472,CUST013765,Unauthorized Transaction,2024-06-15,4
TICKET012473,CUST033866,Loan Application Rejected,2024-07-12,3
TICKET012474,CUST059493,Incorrect Charges,2024-07-11,9
TICKET012475,CUST074114,Mobile App Issues,2025-03-27,5
TICKET012476,CUST052426,KYC Verification Delay,2025-01-22,2
TICKET012477,CUST033860,Incorrect Charges,2024-12-24,3
TICKET012478,CUST098198,Incorrect Charges,2025-03-21,5
TICKET012479,CUST059839,Loan Application Rejected,2024-08-06,7
TICKET012480,CUST053916,Delayed Refund,2024-08-07,7
TICKET012481,CUST013145,Unauthorized Transaction,2024-09-15,2
TICKET012482,CUST084854,Mobile App Issues,2024-06-13,10
TICKET012483,CUST050207,Delayed Refund,2025-01-19,7
TICKET012484,CUST000236,Unauthorized Transaction,2024-06-11,6
TICKET012485,CUST080264,KYC Verification Delay,2025-03-15,9
TICKET012486,CUST039463,ATM Withdrawal Failed,2024-06-26,8
TICKET012487,CUST087563,Incorrect Charges,2024-12-11,2
TICKET012488,CUST075051,KYC Verification Delay,2024-06-26,5
TICKET012489,CUST071166,Delayed Refund,2024-09-23,8
TICKET012490,CUST000302,Poor Customer Service,2024-11-20,5
TICKET012491,CUST015345,Delayed Refund,2024-08-17,8
TICKET012492,CUST055675,Card Not Working,2025-01-18,5
TICKET012493,CUST098119,Mobile App Issues,2024-11-18,10
TICKET012494,CUST095528,Poor Customer Service,2025-04-30,6
TICKET012495,CUST053813,Mobile App Issues,2025-04-25,2
TICKET012496,CUST046847,Poor Customer Service,2025-04-17,6
TICKET012497,CUST071764,KYC Verification Delay,2025-02-17,3
TICKET012498,CUST041257,Delayed Refund,2024-12-22,5
TICKET012499,CUST006948,Unauthorized Transaction,2025-01-02,2
TICKET012500,CUST027436,ATM Withdrawal Failed,2024-08-25,4
TICKET012501,CUST080174,ATM Withdrawal Failed,2025-02-03,9
TICKET012502,CUST089234,KYC Verification Delay,2025-01-18,9
TICKET012503,CUST028498,Incorrect Charges,2024-08-24,0
TICKET012504,CUST084841,Delayed Refund,2025-01-08,8
TICKET012505,CUST044986,Delayed Refund,2024-07-17,7
TICKET012506,CUST061592,Mobile App Issues,2024-06-12,0
TICKET012507,CUST031269,Incorrect Charges,2024-12-28,10
TICKET012508,CUST089697,Mobile App Issues,2024-08-09,3
TICKET012509,CUST011575,Account Locked,2025-03-28,10
TICKET012510,CUST008341,Delayed Refund,2024-08-26,4
TICKET012511,CUST077666,Account Locked,2024-10-11,1
TICKET012512,CUST000877,Account Locked,2024-10-04,0
TICKET012513,CUST051559,KYC Verification Delay,2024-06-30,4
TICKET012514,CUST003118,Account Locked,2024-06-28,8
TICKET012515,CUST069647,Mobile App Issues,2025-03-25,6
TICKET012516,CUST014637,Delayed Refund,2024-08-29,2
TICKET012517,CUST089944,Loan Application Rejected,2025-01-07,8
TICKET012518,CUST062890,Unauthorized Transaction,2025-02-03,10
TICKET012519,CUST088239,Unauthorized Transaction,2025-02-22,7
TICKET012520,CUST053259,Account Locked,2025-02-11,2
TICKET012521,CUST075831,Mobile App Issues,2025-02-27,4
TICKET012522,CUST051642,Card Not Working,2025-04-16,2
TICKET012523,CUST029353,Incorrect Charges,2025-04-09,2
TICKET012524,CUST041976,Loan Application Rejected,2024-10-21,6
TICKET012525,CUST041927,Account Locked,2024-08-11,1
TICKET012526,CUST018769,Incorrect Charges,2025-04-03,4
TICKET012527,CUST087072,Card Not Working,2024-12-24,2
TICKET012528,CUST088405,Incorrect Charges,2024-10-19,3
TICKET012529,CUST004077,Poor Customer Service,2025-01-05,4
TICKET012530,CUST061548,Card Not Working,2024-08-22,10
TICKET012531,CUST067958,Card Not Working,2024-06-19,5
TICKET012532,CUST003500,Delayed Refund,2025-01-11,2
TICKET012533,CUST008009,Mobile App Issues,2024-09-01,4
TICKET012534,CUST025456,Incorrect Charges,2025-02-01,9
TICKET012535,CUST013260,Mobile App Issues,2025-01-16,9
TICKET012536,CUST054661,Account Locked,2024-11-03,4
TICKET012537,CUST000349,Mobile App Issues,2025-03-15,6
TICKET012538,CUST059873,Unauthorized Transaction,2025-03-20,3
TICKET012539,CUST052988,Poor Customer Service,2025-04-16,2
TICKET012540,CUST038816,KYC Verification Delay,2025-05-10,10
TICKET012541,CUST067572,KYC Verification Delay,2024-11-29,4
TICKET012542,CUST037475,Delayed Refund,2024-08-12,8
TICKET012543,CUST018672,Poor Customer Service,2025-04-22,9
TICKET012544,CUST091287,KYC Verification Delay,2024-10-14,7
TICKET012545,CUST048444,Poor Customer Service,2024-12-13,6
TICKET012546,CUST041453,Incorrect Charges,2025-02-10,3
TICKET012547,CUST048319,Delayed Refund,2025-05-03,1
TICKET012548,CUST066391,Mobile App Issues,2025-03-08,9
TICKET012549,CUST008129,ATM Withdrawal Failed,2025-01-29,10
TICKET012550,CUST023115,ATM Withdrawal Failed,2025-03-18,3
TICKET012551,CUST093956,Incorrect Charges,2025-01-08,3
TICKET012552,CUST046851,Poor Customer Service,2025-04-22,0
TICKET012553,CUST003058,ATM Withdrawal Failed,2024-10-10,2
TICKET012554,CUST076224,Unauthorized Transaction,2024-09-05,1
TICKET012555,CUST014177,Incorrect Charges,2024-05-22,0
TICKET012556,CUST042795,Mobile App Issues,2025-03-01,1
TICKET012557,CUST055338,KYC Verification Delay,2025-05-13,0
TICKET012558,CUST093944,Delayed Refund,2024-10-02,1
TICKET012559,CUST058799,KYC Verification Delay,2025-01-21,8
TICKET012560,CUST006621,Incorrect Charges,2024-11-18,10
TICKET012561,CUST079723,Incorrect Charges,2024-11-01,5
TICKET012562,CUST051058,Incorrect Charges,2024-09-25,10
TICKET012563,CUST044474,Delayed Refund,2024-12-02,4
TICKET012564,CUST045253,ATM Withdrawal Failed,2025-04-24,2
TICKET012565,CUST020266,Mobile App Issues,2024-07-03,8
TICKET012566,CUST042263,KYC Verification Delay,2024-06-16,4
TICKET012567,CUST073276,Loan Application Rejected,2024-12-09,2
TICKET012568,CUST083189,Loan Application Rejected,2024-06-27,5
TICKET012569,CUST013018,Account Locked,2024-05-18,3
TICKET012570,CUST006885,Loan Application Rejected,2024-05-18,0
TICKET012571,CUST082418,Account Locked,2025-03-11,10
TICKET012572,CUST065239,Loan Application Rejected,2024-06-18,6
TICKET012573,CUST024131,Mobile App Issues,2024-07-15,0
TICKET012574,CUST022651,ATM Withdrawal Failed,2025-01-19,5
TICKET012575,CUST019177,Card Not Working,2024-05-15,6
TICKET012576,CUST022874,Card Not Working,2024-07-17,7
TICKET012577,CUST035299,KYC Verification Delay,2024-06-25,2
TICKET012578,CUST001149,Loan Application Rejected,2024-08-09,7
TICKET012579,CUST064253,Incorrect Charges,2024-11-25,2
TICKET012580,CUST086188,Incorrect Charges,2025-02-20,4
TICKET012581,CUST041044,ATM Withdrawal Failed,2024-05-26,0
TICKET012582,CUST086492,KYC Verification Delay,2024-11-19,0
TICKET012583,CUST033413,Incorrect Charges,2024-07-06,2
TICKET012584,CUST075619,KYC Verification Delay,2024-08-07,0
TICKET012585,CUST018643,ATM Withdrawal Failed,2024-12-15,3
TICKET012586,CUST021996,Loan Application Rejected,2025-05-08,1
TICKET012587,CUST099240,KYC Verification Delay,2024-07-01,0
TICKET012588,CUST082334,Poor Customer Service,2025-02-26,2
TICKET012589,CUST039795,Delayed Refund,2024-09-08,7
TICKET012590,CUST088034,Mobile App Issues,2025-01-07,5
TICKET012591,CUST092828,Mobile App Issues,2024-07-16,7
TICKET012592,CUST012591,KYC Verification Delay,2024-07-13,2
TICKET012593,CUST072413,Delayed Refund,2024-10-17,1
TICKET012594,CUST008786,KYC Verification Delay,2024-08-24,1
TICKET012595,CUST034676,Mobile App Issues,2024-08-14,2
TICKET012596,CUST095903,Delayed Refund,2025-04-12,8
TICKET012597,CUST024385,Poor Customer Service,2025-01-06,8
TICKET012598,CUST094884,Delayed Refund,2024-11-14,10
TICKET012599,CUST014352,KYC Verification Delay,2024-09-23,0
TICKET012600,CUST047942,ATM Withdrawal Failed,2024-09-05,3
TICKET012601,CUST043106,Card Not Working,2024-12-27,1
TICKET012602,CUST023119,Card Not Working,2024-07-24,0
TICKET012603,CUST060766,Account Locked,2024-12-08,9
TICKET012604,CUST037508,Account Locked,2024-09-15,10
TICKET012605,CUST046003,Poor Customer Service,2024-09-01,0
TICKET012606,CUST053704,Loan Application Rejected,2024-11-19,8
TICKET012607,CUST049428,Poor Customer Service,2024-12-11,7
TICKET012608,CUST064629,Poor Customer Service,2025-01-20,6
TICKET012609,CUST047389,Card Not Working,2025-05-10,1
TICKET012610,CUST017007,Loan Application Rejected,2024-09-12,3
TICKET012611,CUST033268,Incorrect Charges,2025-03-26,0
TICKET012612,CUST080444,Card Not Working,2024-09-13,2
TICKET012613,CUST052930,Incorrect Charges,2024-09-03,8
TICKET012614,CUST027858,Incorrect Charges,2024-10-12,8
TICKET012615,CUST014356,Account Locked,2025-04-12,0
TICKET012616,CUST068954,KYC Verification Delay,2024-08-30,4
TICKET012617,CUST037581,Mobile App Issues,2025-04-03,9
TICKET012618,CUST013858,Mobile App Issues,2024-12-29,1
TICKET012619,CUST008716,Loan Application Rejected,2025-05-08,0
TICKET012620,CUST099412,Incorrect Charges,2024-10-09,10
TICKET012621,CUST068801,Poor Customer Service,2025-04-17,1
TICKET012622,CUST095111,Incorrect Charges,2025-01-16,6
TICKET012623,CUST003545,Incorrect Charges,2025-03-16,9
TICKET012624,CUST084939,Unauthorized Transaction,2024-05-31,7
TICKET012625,CUST021554,Incorrect Charges,2024-10-23,4
TICKET012626,CUST013502,Account Locked,2024-07-02,8
TICKET012627,CUST066874,ATM Withdrawal Failed,2025-01-17,8
TICKET012628,CUST079975,Loan Application Rejected,2024-11-20,2
TICKET012629,CUST015154,KYC Verification Delay,2024-08-02,10
TICKET012630,CUST012998,Incorrect Charges,2024-05-25,0
TICKET012631,CUST043483,Unauthorized Transaction,2025-02-27,4
TICKET012632,CUST012423,Loan Application Rejected,2024-12-31,4
TICKET012633,CUST087780,Account Locked,2025-04-13,10
TICKET012634,CUST071115,Delayed Refund,2024-08-30,6
TICKET012635,CUST099078,Account Locked,2024-06-23,3
TICKET012636,CUST097975,KYC Verification Delay,2024-06-27,8
TICKET012637,CUST064569,ATM Withdrawal Failed,2024-12-26,9
TICKET012638,CUST096680,Mobile App Issues,2025-02-18,7
TICKET012639,CUST063021,Mobile App Issues,2024-11-26,0
TICKET012640,CUST042966,ATM Withdrawal Failed,2025-01-31,7
TICKET012641,CUST054721,ATM Withdrawal Failed,2024-09-09,4
TICKET012642,CUST028103,Loan Application Rejected,2025-04-24,6
TICKET012643,CUST072440,Incorrect Charges,2025-02-08,9
TICKET012644,CUST012036,Account Locked,2024-06-28,4
TICKET012645,CUST013563,Mobile App Issues,2024-08-19,7
TICKET012646,CUST015942,Unauthorized Transaction,2024-07-28,3
TICKET012647,CUST089725,Account Locked,2024-06-03,5
TICKET012648,CUST080464,ATM Withdrawal Failed,2024-10-02,9
TICKET012649,CUST036064,Unauthorized Transaction,2025-03-15,2
TICKET012650,CUST086529,Loan Application Rejected,2024-06-12,6
TICKET012651,CUST038080,Incorrect Charges,2024-10-12,1
TICKET012652,CUST066056,Incorrect Charges,2025-01-20,9
TICKET012653,CUST001758,Unauthorized Transaction,2024-12-06,10
TICKET012654,CUST080278,Mobile App Issues,2024-05-20,6
TICKET012655,CUST010471,Mobile App Issues,2025-01-20,4
TICKET012656,CUST006290,Loan Application Rejected,2025-04-17,7
TICKET012657,CUST077444,Delayed Refund,2025-02-26,0
TICKET012658,CUST071975,Delayed Refund,2024-05-20,5
TICKET012659,CUST028711,Delayed Refund,2025-02-11,0
TICKET012660,CUST071378,Account Locked,2024-08-03,9
TICKET012661,CUST077569,Poor Customer Service,2024-07-21,10
TICKET012662,CUST048819,KYC Verification Delay,2024-09-22,4
TICKET012663,CUST096297,Delayed Refund,2025-02-14,8
TICKET012664,CUST037925,Loan Application Rejected,2025-04-19,7
TICKET012665,CUST079432,KYC Verification Delay,2024-08-02,0
TICKET012666,CUST080104,Card Not Working,2024-11-23,8
TICKET012667,CUST099860,KYC Verification Delay,2025-04-27,0
TICKET012668,CUST098211,KYC Verification Delay,2024-12-03,0
TICKET012669,CUST083641,Unauthorized Transaction,2024-09-17,2
TICKET012670,CUST091098,KYC Verification Delay,2024-06-09,4
TICKET012671,CUST022610,Account Locked,2025-02-13,6
TICKET012672,CUST004711,Incorrect Charges,2025-03-14,10
TICKET012673,CUST067798,Account Locked,2024-09-18,4
TICKET012674,CUST048547,KYC Verification Delay,2025-04-30,2
TICKET012675,CUST078884,Unauthorized Transaction,2024-12-07,4
TICKET012676,CUST080876,Account Locked,2025-03-12,2
TICKET012677,CUST026550,ATM Withdrawal Failed,2025-04-06,10
TICKET012678,CUST074578,ATM Withdrawal Failed,2025-02-16,0
TICKET012679,CUST051534,Loan Application Rejected,2024-07-18,3
TICKET012680,CUST058047,ATM Withdrawal Failed,2024-09-04,8
TICKET012681,CUST004083,Incorrect Charges,2024-08-17,9
TICKET012682,CUST094188,Delayed Refund,2024-06-09,5
TICKET012683,CUST033190,Mobile App Issues,2024-08-11,4
TICKET012684,CUST070915,Account Locked,2024-06-04,9
TICKET012685,CUST098862,Incorrect Charges,2025-04-04,1
TICKET012686,CUST009392,Delayed Refund,2025-05-12,4
TICKET012687,CUST096564,Incorrect Charges,2024-10-21,1
TICKET012688,CUST027157,Poor Customer Service,2025-03-03,5
TICKET012689,CUST052351,Poor Customer Service,2024-10-12,1
TICKET012690,CUST092185,Unauthorized Transaction,2025-04-12,1
TICKET012691,CUST045547,Unauthorized Transaction,2024-10-14,6
TICKET012692,CUST087026,ATM Withdrawal Failed,2024-11-11,1
TICKET012693,CUST039396,Delayed Refund,2025-01-20,5
TICKET012694,CUST026034,Account Locked,2024-11-22,4
TICKET012695,CUST061994,Loan Application Rejected,2024-07-06,0
TICKET012696,CUST009282,Account Locked,2024-08-22,10
TICKET012697,CUST064139,ATM Withdrawal Failed,2024-06-13,10
TICKET012698,CUST066718,Account Locked,2024-10-19,7
TICKET012699,CUST095928,KYC Verification Delay,2025-02-06,8
TICKET012700,CUST097020,KYC Verification Delay,2024-06-19,2
TICKET012701,CUST043117,Incorrect Charges,2025-01-29,7
TICKET012702,CUST091692,Mobile App Issues,2024-11-15,7
TICKET012703,CUST003834,Poor Customer Service,2025-02-28,9
TICKET012704,CUST016401,Card Not Working,2025-02-26,2
TICKET012705,CUST076552,KYC Verification Delay,2024-09-19,9
TICKET012706,CUST012471,Loan Application Rejected,2024-09-15,10
TICKET012707,CUST075574,ATM Withdrawal Failed,2025-03-27,10
TICKET012708,CUST044325,Delayed Refund,2024-12-06,7
TICKET012709,CUST059192,ATM Withdrawal Failed,2025-04-30,1
TICKET012710,CUST099641,Account Locked,2024-12-06,0
TICKET012711,CUST034040,Account Locked,2024-06-15,3
TICKET012712,CUST091803,Card Not Working,2025-03-29,10
TICKET012713,CUST046679,Account Locked,2025-04-03,2
TICKET012714,CUST049305,Mobile App Issues,2024-12-12,2
TICKET012715,CUST003126,Card Not Working,2024-06-09,3
TICKET012716,CUST067096,KYC Verification Delay,2024-12-04,6
TICKET012717,CUST082439,KYC Verification Delay,2024-05-26,0
TICKET012718,CUST038602,Mobile App Issues,2025-04-05,10
TICKET012719,CUST091459,Card Not Working,2025-03-20,4
TICKET012720,CUST072293,Account Locked,2024-06-12,0
TICKET012721,CUST037602,Delayed Refund,2024-09-27,3
TICKET012722,CUST067202,ATM Withdrawal Failed,2024-08-14,6
TICKET012723,CUST071208,Account Locked,2024-11-10,3
TICKET012724,CUST056552,Loan Application Rejected,2025-01-18,1
TICKET012725,CUST007029,Incorrect Charges,2024-06-06,1
TICKET012726,CUST065865,ATM Withdrawal Failed,2024-07-25,6
TICKET012727,CUST030715,Card Not Working,2024-09-17,4
TICKET012728,CUST083917,Card Not Working,2024-12-09,3
TICKET012729,CUST045827,Incorrect Charges,2025-01-25,7
TICKET012730,CUST032487,ATM Withdrawal Failed,2025-01-15,10
TICKET012731,CUST094829,Loan Application Rejected,2024-12-09,0
TICKET012732,CUST061521,Incorrect Charges,2024-11-02,3
TICKET012733,CUST042769,Loan Application Rejected,2024-11-25,7
TICKET012734,CUST092604,Poor Customer Service,2024-08-10,3
TICKET012735,CUST030255,KYC Verification Delay,2024-05-22,0
TICKET012736,CUST059169,Delayed Refund,2024-10-17,8
TICKET012737,CUST072790,Account Locked,2024-12-21,10
TICKET012738,CUST024558,Loan Application Rejected,2024-06-06,5
TICKET012739,CUST053671,ATM Withdrawal Failed,2024-11-21,10
TICKET012740,CUST070466,Incorrect Charges,2025-04-12,3
TICKET012741,CUST039289,Incorrect Charges,2024-06-25,2
TICKET012742,CUST065508,Unauthorized Transaction,2024-09-21,0
TICKET012743,CUST056661,KYC Verification Delay,2024-10-06,3
TICKET012744,CUST061650,ATM Withdrawal Failed,2024-07-15,0
TICKET012745,CUST051999,Unauthorized Transaction,2025-04-21,10
TICKET012746,CUST074680,Card Not Working,2025-04-29,5
TICKET012747,CUST043424,Mobile App Issues,2025-02-15,8
TICKET012748,CUST095364,Incorrect Charges,2024-10-20,6
TICKET012749,CUST089489,Mobile App Issues,2025-04-22,0
TICKET012750,CUST032593,Loan Application Rejected,2025-05-13,0
TICKET012751,CUST067401,Account Locked,2024-10-15,8
TICKET012752,CUST049667,Unauthorized Transaction,2025-03-31,6
TICKET012753,CUST070430,Loan Application Rejected,2024-08-09,6
TICKET012754,CUST032697,Account Locked,2025-03-11,3
TICKET012755,CUST056923,KYC Verification Delay,2024-10-24,2
TICKET012756,CUST074883,Delayed Refund,2024-05-31,9
TICKET012757,CUST022495,Poor Customer Service,2025-04-18,3
TICKET012758,CUST071907,Account Locked,2024-06-22,1
TICKET012759,CUST005778,KYC Verification Delay,2024-07-31,7
TICKET012760,CUST099364,Unauthorized Transaction,2024-07-26,9
TICKET012761,CUST085894,Poor Customer Service,2025-04-26,9
TICKET012762,CUST017324,ATM Withdrawal Failed,2024-09-19,7
TICKET012763,CUST073881,Card Not Working,2025-01-13,2
TICKET012764,CUST008454,Card Not Working,2024-07-15,6
TICKET012765,CUST086103,Account Locked,2024-12-08,5
TICKET012766,CUST084370,Account Locked,2024-07-04,10
TICKET012767,CUST028537,ATM Withdrawal Failed,2024-07-31,8
TICKET012768,CUST034410,Card Not Working,2025-03-27,0
TICKET012769,CUST005725,Incorrect Charges,2024-08-16,5
TICKET012770,CUST097345,Account Locked,2024-07-05,9
TICKET012771,CUST078992,Mobile App Issues,2024-11-18,0
TICKET012772,CUST018276,Account Locked,2024-12-08,4
TICKET012773,CUST097807,Account Locked,2024-07-28,7
TICKET012774,CUST086718,ATM Withdrawal Failed,2024-06-08,9
TICKET012775,CUST040331,Poor Customer Service,2025-02-23,4
TICKET012776,CUST002373,Poor Customer Service,2025-03-10,9
TICKET012777,CUST033248,Mobile App Issues,2025-03-25,7
TICKET012778,CUST020743,KYC Verification Delay,2025-05-09,3
TICKET012779,CUST086131,KYC Verification Delay,2025-05-08,9
TICKET012780,CUST082351,Card Not Working,2024-12-05,2
TICKET012781,CUST000267,KYC Verification Delay,2024-12-26,10
TICKET012782,CUST008352,Card Not Working,2025-05-06,4
TICKET012783,CUST095511,Card Not Working,2024-05-25,5
TICKET012784,CUST094180,Card Not Working,2024-05-16,3
TICKET012785,CUST084973,ATM Withdrawal Failed,2025-02-21,8
TICKET012786,CUST072345,Account Locked,2025-03-07,7
TICKET012787,CUST088199,Loan Application Rejected,2024-10-07,8
TICKET012788,CUST004304,KYC Verification Delay,2025-02-11,5
TICKET012789,CUST039063,Mobile App Issues,2025-05-09,2
TICKET012790,CUST068347,Delayed Refund,2025-04-20,2
TICKET012791,CUST075440,Loan Application Rejected,2024-06-15,0
TICKET012792,CUST071551,ATM Withdrawal Failed,2024-08-05,10
TICKET012793,CUST025113,Card Not Working,2024-08-30,0
TICKET012794,CUST093654,Poor Customer Service,2025-02-23,9
TICKET012795,CUST057651,Delayed Refund,2024-12-01,10
TICKET012796,CUST044496,Mobile App Issues,2025-01-05,2
TICKET012797,CUST027788,Unauthorized Transaction,2025-01-21,7
TICKET012798,CUST057096,Delayed Refund,2024-08-13,9
TICKET012799,CUST016168,Card Not Working,2025-03-12,2
TICKET012800,CUST068046,Delayed Refund,2025-03-15,6
TICKET012801,CUST023039,Delayed Refund,2024-08-23,8
TICKET012802,CUST065274,Mobile App Issues,2024-09-30,10
TICKET012803,CUST001365,Mobile App Issues,2025-02-02,7
TICKET012804,CUST012640,KYC Verification Delay,2024-08-20,7
TICKET012805,CUST089062,Account Locked,2024-06-07,0
TICKET012806,CUST041189,Mobile App Issues,2024-11-30,10
TICKET012807,CUST031258,Account Locked,2024-05-16,10
TICKET012808,CUST023241,Card Not Working,2025-04-03,2
TICKET012809,CUST097373,Delayed Refund,2024-05-26,8
TICKET012810,CUST008293,Delayed Refund,2024-11-07,9
TICKET012811,CUST012711,KYC Verification Delay,2025-04-16,4
TICKET012812,CUST019423,KYC Verification Delay,2025-02-13,6
TICKET012813,CUST044808,KYC Verification Delay,2024-06-07,1
TICKET012814,CUST075329,ATM Withdrawal Failed,2024-07-27,10
TICKET012815,CUST034952,ATM Withdrawal Failed,2024-11-15,2
TICKET012816,CUST071486,Poor Customer Service,2024-08-14,1
TICKET012817,CUST097833,Account Locked,2024-11-27,4
TICKET012818,CUST004889,ATM Withdrawal Failed,2024-05-27,10
TICKET012819,CUST083888,Poor Customer Service,2025-04-23,8
TICKET012820,CUST011679,Card Not Working,2025-01-22,2
TICKET012821,CUST024863,Delayed Refund,2025-01-02,0
TICKET012822,CUST073150,Card Not Working,2024-08-12,0
TICKET012823,CUST013470,Delayed Refund,2025-05-01,8
TICKET012824,CUST036541,Loan Application Rejected,2025-01-17,9
TICKET012825,CUST093990,Unauthorized Transaction,2025-05-11,1
TICKET012826,CUST081421,Delayed Refund,2025-04-19,0
TICKET012827,CUST037039,Account Locked,2024-12-01,0
TICKET012828,CUST040472,Delayed Refund,2025-05-10,10
TICKET012829,CUST009947,KYC Verification Delay,2025-04-10,7
TICKET012830,CUST057988,KYC Verification Delay,2024-06-13,0
TICKET012831,CUST088456,Delayed Refund,2024-07-20,6
TICKET012832,CUST075050,Delayed Refund,2024-07-15,10
TICKET012833,CUST032525,Mobile App Issues,2024-11-07,1
TICKET012834,CUST041089,Delayed Refund,2025-04-02,9
TICKET012835,CUST082181,Account Locked,2025-02-27,7
TICKET012836,CUST061511,Unauthorized Transaction,2025-01-02,4
TICKET012837,CUST075007,Delayed Refund,2024-10-09,10
TICKET012838,CUST008434,Incorrect Charges,2025-01-19,0
TICKET012839,CUST061791,Mobile App Issues,2024-06-02,5
TICKET012840,CUST009884,Loan Application Rejected,2025-01-29,2
TICKET012841,CUST066887,Unauthorized Transaction,2024-11-30,0
TICKET012842,CUST080638,Account Locked,2024-12-13,10
TICKET012843,CUST093169,Poor Customer Service,2024-09-09,10
TICKET012844,CUST075686,Incorrect Charges,2025-03-23,2
TICKET012845,CUST009999,Unauthorized Transaction,2025-03-01,3
TICKET012846,CUST079157,Loan Application Rejected,2025-03-22,9
TICKET012847,CUST079893,Card Not Working,2024-07-20,6
TICKET012848,CUST005026,Mobile App Issues,2024-09-13,6
TICKET012849,CUST043553,Account Locked,2024-11-07,8
TICKET012850,CUST055818,Poor Customer Service,2024-08-07,2
TICKET012851,CUST009240,Account Locked,2025-01-03,7
TICKET012852,CUST020250,Loan Application Rejected,2024-07-15,8
TICKET012853,CUST079574,Incorrect Charges,2025-03-02,0
TICKET012854,CUST049796,Unauthorized Transaction,2025-03-13,8
TICKET012855,CUST061444,Mobile App Issues,2024-08-27,5
TICKET012856,CUST097307,Account Locked,2025-05-05,8
TICKET012857,CUST010887,Unauthorized Transaction,2024-09-19,5
TICKET012858,CUST009066,Delayed Refund,2025-02-26,8
TICKET012859,CUST097559,Loan Application Rejected,2024-11-12,9
TICKET012860,CUST083310,Mobile App Issues,2024-05-19,9
TICKET012861,CUST081191,Poor Customer Service,2025-02-22,6
TICKET012862,CUST046791,Mobile App Issues,2024-11-24,0
TICKET012863,CUST031240,Unauthorized Transaction,2025-03-04,0
TICKET012864,CUST085479,Delayed Refund,2025-03-27,1
TICKET012865,CUST036002,Incorrect Charges,2024-06-13,3
TICKET012866,CUST042909,Incorrect Charges,2024-11-05,2
TICKET012867,CUST028343,Loan Application Rejected,2025-01-16,8
TICKET012868,CUST099456,Delayed Refund,2024-07-09,8
TICKET012869,CUST070597,ATM Withdrawal Failed,2024-08-02,7
TICKET012870,CUST072557,Loan Application Rejected,2025-04-06,8
TICKET012871,CUST099775,Mobile App Issues,2024-05-19,8
TICKET012872,CUST015277,Unauthorized Transaction,2025-02-13,9
TICKET012873,CUST055224,Poor Customer Service,2024-09-21,9
TICKET012874,CUST070169,Account Locked,2024-11-19,8
